event_a,event_b,shared_scenarios_count,shared_scenarios,jaccard_similarity,total_scenarios_a,total_scenarios_b
SCAiAggroPacket,packet:packet_out,7,"buy_chick,combat_basic_melee,combat_basic_ranged,human_potato_plant,quest_accept_and_turnin,sell_items,talk_npc",0.5,7,14
CSMoveUnitPacket,skill:instant_cast,6,"combat_basic_melee,combat_basic_ranged,mount_horse,quest_accept_and_turnin,summon_dismiss_pet,use_bag_consumable",0.4286,14,6
CSSendChatMessagePacket,SCSkillEndedPacket,6,"dismount_horse,harvest_chicken,human_potato_plant,mount_horse,pick_potato,summon_dismiss_pet",0.4286,10,10
CSSendChatMessagePacket,SCSkillFiredPacket,6,"dismount_horse,harvest_chicken,human_potato_plant,mount_horse,pick_potato,summon_dismiss_pet",0.4286,10,10
CSSendChatMessagePacket,SCUnitPointsPacket,6,"dismount_horse,harvest_chicken,human_potato_plant,mount_horse,pick_potato,summon_dismiss_pet",0.4286,10,10
CSStartSkillPacket,movement:move_begin,6,"combat_basic_melee,harvest_chicken,human_potato_plant,pick_potato,quest_accept_and_turnin,summon_dismiss_pet",0.5,9,9
CSStartSkillPacket,movement:move_stop,6,"combat_basic_melee,harvest_chicken,human_potato_plant,pick_potato,quest_accept_and_turnin,summon_dismiss_pet",0.5,9,9
CSStartSkillPacket,skill:instant_cast,6,"combat_basic_melee,combat_basic_ranged,mount_horse,quest_accept_and_turnin,summon_dismiss_pet,use_bag_consumable",0.6667,9,6
PingPacket,skill:instant_cast,6,"combat_basic_melee,combat_basic_ranged,mount_horse,quest_accept_and_turnin,summon_dismiss_pet,use_bag_consumable",0.4286,14,6
PongPacket,skill:instant_cast,6,"combat_basic_melee,combat_basic_ranged,mount_horse,quest_accept_and_turnin,summon_dismiss_pet,use_bag_consumable",0.4286,14,6
SCChatMessagePacket,skill:instant_cast,6,"combat_basic_melee,combat_basic_ranged,mount_horse,quest_accept_and_turnin,summon_dismiss_pet,use_bag_consumable",0.4286,14,6
SCItemTaskSuccessPacket,movement:move_begin,6,"harvest_chicken,human_potato_plant,pick_potato,quest_accept_and_turnin,sell_items,summon_dismiss_pet",0.4615,10,9
SCItemTaskSuccessPacket,movement:move_stop,6,"harvest_chicken,human_potato_plant,pick_potato,quest_accept_and_turnin,sell_items,summon_dismiss_pet",0.4615,10,9
SCOneUnitMovementPacket,skill:instant_cast,6,"combat_basic_melee,combat_basic_ranged,mount_horse,quest_accept_and_turnin,summon_dismiss_pet,use_bag_consumable",0.4286,14,6
SCSkillEndedPacket,skill:instant_cast,6,"combat_basic_melee,combat_basic_ranged,mount_horse,quest_accept_and_turnin,summon_dismiss_pet,use_bag_consumable",0.6,10,6
SCSkillFiredPacket,skill:instant_cast,6,"combat_basic_melee,combat_basic_ranged,mount_horse,quest_accept_and_turnin,summon_dismiss_pet,use_bag_consumable",0.6,10,6
SCTargetChangedPacket,skill:instant_cast,6,"combat_basic_melee,combat_basic_ranged,mount_horse,quest_accept_and_turnin,summon_dismiss_pet,use_bag_consumable",0.5,12,6
SCTimeOfDayPacket,skill:instant_cast,6,"combat_basic_melee,combat_basic_ranged,mount_horse,quest_accept_and_turnin,summon_dismiss_pet,use_bag_consumable",0.4615,13,6
SCUnitModelPostureChangedPacket,skill:instant_cast,6,"combat_basic_melee,combat_basic_ranged,mount_horse,quest_accept_and_turnin,summon_dismiss_pet,use_bag_consumable",0.4286,14,6
SCUnitPointsPacket,skill:instant_cast,6,"combat_basic_melee,combat_basic_ranged,mount_horse,quest_accept_and_turnin,summon_dismiss_pet,use_bag_consumable",0.6,10,6
lifecycle:trace_started,skill:instant_cast,6,"combat_basic_melee,combat_basic_ranged,mount_horse,quest_accept_and_turnin,summon_dismiss_pet,use_bag_consumable",0.4286,14,6
lifecycle:trace_stopped,skill:instant_cast,6,"combat_basic_melee,combat_basic_ranged,mount_horse,quest_accept_and_turnin,summon_dismiss_pet,use_bag_consumable",0.4615,13,6
movement:move_begin,skill:skill_requested,6,"combat_basic_melee,harvest_chicken,human_potato_plant,pick_potato,quest_accept_and_turnin,summon_dismiss_pet",0.5,9,9
movement:move_stop,skill:skill_requested,6,"combat_basic_melee,harvest_chicken,human_potato_plant,pick_potato,quest_accept_and_turnin,summon_dismiss_pet",0.5,9,9
packet:packet_in,skill:instant_cast,6,"combat_basic_melee,combat_basic_ranged,mount_horse,quest_accept_and_turnin,summon_dismiss_pet,use_bag_consumable",0.4286,14,6
packet:packet_out,skill:instant_cast,6,"combat_basic_melee,combat_basic_ranged,mount_horse,quest_accept_and_turnin,summon_dismiss_pet,use_bag_consumable",0.4286,14,6
skill:instant_cast,skill:skill_requested,6,"combat_basic_melee,combat_basic_ranged,mount_horse,quest_accept_and_turnin,summon_dismiss_pet,use_bag_consumable",0.6667,6,9
CSChangeTargetPacket,CSSendChatMessagePacket,6,"harvest_chicken,human_potato_plant,mount_horse,pick_potato,sell_items,talk_npc",0.4615,9,10
CSChangeTargetPacket,SCAiAggroPacket,6,"combat_basic_melee,combat_basic_ranged,human_potato_plant,quest_accept_and_turnin,sell_items,talk_npc",0.6,9,7
CSChangeTargetPacket,SCItemTaskSuccessPacket,6,"harvest_chicken,human_potato_plant,mount_horse,pick_potato,quest_accept_and_turnin,sell_items",0.4615,9,10
CSInteractNPCPacket,CSMoveUnitPacket,6,"buy_chick,combat_basic_melee,human_potato_plant,quest_accept_and_turnin,sell_items,talk_npc",0.4286,6,14
CSInteractNPCPacket,CSStartInteractionPacket,6,"buy_chick,combat_basic_melee,human_potato_plant,quest_accept_and_turnin,sell_items,talk_npc",1.0,6,6
CSInteractNPCPacket,PingPacket,6,"buy_chick,combat_basic_melee,human_potato_plant,quest_accept_and_turnin,sell_items,talk_npc",0.4286,6,14
CSInteractNPCPacket,PongPacket,6,"buy_chick,combat_basic_melee,human_potato_plant,quest_accept_and_turnin,sell_items,talk_npc",0.4286,6,14
CSInteractNPCPacket,SCAiAggroPacket,6,"buy_chick,combat_basic_melee,human_potato_plant,quest_accept_and_turnin,sell_items,talk_npc",0.8571,6,7
CSInteractNPCPacket,SCChatMessagePacket,6,"buy_chick,combat_basic_melee,human_potato_plant,quest_accept_and_turnin,sell_items,talk_npc",0.4286,6,14
CSInteractNPCPacket,SCNpcInteractionSkillListPacket,6,"buy_chick,combat_basic_melee,human_potato_plant,quest_accept_and_turnin,sell_items,talk_npc",1.0,6,6
CSInteractNPCPacket,SCOneUnitMovementPacket,6,"buy_chick,combat_basic_melee,human_potato_plant,quest_accept_and_turnin,sell_items,talk_npc",0.4286,6,14
CSInteractNPCPacket,SCTimeOfDayPacket,6,"buy_chick,combat_basic_melee,human_potato_plant,quest_accept_and_turnin,sell_items,talk_npc",0.4615,6,13
CSInteractNPCPacket,SCUnitModelPostureChangedPacket,6,"buy_chick,combat_basic_melee,human_potato_plant,quest_accept_and_turnin,sell_items,talk_npc",0.4286,6,14
CSInteractNPCPacket,lifecycle:trace_started,6,"buy_chick,combat_basic_melee,human_potato_plant,quest_accept_and_turnin,sell_items,talk_npc",0.4286,6,14
CSInteractNPCPacket,packet:packet_in,6,"buy_chick,combat_basic_melee,human_potato_plant,quest_accept_and_turnin,sell_items,talk_npc",0.4286,6,14
CSInteractNPCPacket,packet:packet_out,6,"buy_chick,combat_basic_melee,human_potato_plant,quest_accept_and_turnin,sell_items,talk_npc",0.4286,6,14
CSMoveUnitPacket,CSStartInteractionPacket,6,"buy_chick,combat_basic_melee,human_potato_plant,quest_accept_and_turnin,sell_items,talk_npc",0.4286,14,6
CSMoveUnitPacket,SCNpcInteractionSkillListPacket,6,"buy_chick,combat_basic_melee,human_potato_plant,quest_accept_and_turnin,sell_items,talk_npc",0.4286,14,6
CSStartInteractionPacket,PingPacket,6,"buy_chick,combat_basic_melee,human_potato_plant,quest_accept_and_turnin,sell_items,talk_npc",0.4286,6,14
CSStartInteractionPacket,PongPacket,6,"buy_chick,combat_basic_melee,human_potato_plant,quest_accept_and_turnin,sell_items,talk_npc",0.4286,6,14
CSStartInteractionPacket,SCAiAggroPacket,6,"buy_chick,combat_basic_melee,human_potato_plant,quest_accept_and_turnin,sell_items,talk_npc",0.8571,6,7
CSStartInteractionPacket,SCChatMessagePacket,6,"buy_chick,combat_basic_melee,human_potato_plant,quest_accept_and_turnin,sell_items,talk_npc",0.4286,6,14
CSStartInteractionPacket,SCNpcInteractionSkillListPacket,6,"buy_chick,combat_basic_melee,human_potato_plant,quest_accept_and_turnin,sell_items,talk_npc",1.0,6,6
CSStartInteractionPacket,SCOneUnitMovementPacket,6,"buy_chick,combat_basic_melee,human_potato_plant,quest_accept_and_turnin,sell_items,talk_npc",0.4286,6,14
CSStartInteractionPacket,SCTimeOfDayPacket,6,"buy_chick,combat_basic_melee,human_potato_plant,quest_accept_and_turnin,sell_items,talk_npc",0.4615,6,13
CSStartInteractionPacket,SCUnitModelPostureChangedPacket,6,"buy_chick,combat_basic_melee,human_potato_plant,quest_accept_and_turnin,sell_items,talk_npc",0.4286,6,14
CSStartInteractionPacket,lifecycle:trace_started,6,"buy_chick,combat_basic_melee,human_potato_plant,quest_accept_and_turnin,sell_items,talk_npc",0.4286,6,14
CSStartInteractionPacket,packet:packet_in,6,"buy_chick,combat_basic_melee,human_potato_plant,quest_accept_and_turnin,sell_items,talk_npc",0.4286,6,14
CSStartInteractionPacket,packet:packet_out,6,"buy_chick,combat_basic_melee,human_potato_plant,quest_accept_and_turnin,sell_items,talk_npc",0.4286,6,14
PingPacket,SCNpcInteractionSkillListPacket,6,"buy_chick,combat_basic_melee,human_potato_plant,quest_accept_and_turnin,sell_items,talk_npc",0.4286,14,6
PongPacket,SCNpcInteractionSkillListPacket,6,"buy_chick,combat_basic_melee,human_potato_plant,quest_accept_and_turnin,sell_items,talk_npc",0.4286,14,6
SCAiAggroPacket,SCNpcInteractionSkillListPacket,6,"buy_chick,combat_basic_melee,human_potato_plant,quest_accept_and_turnin,sell_items,talk_npc",0.8571,7,6
SCAiAggroPacket,SCTargetChangedPacket,6,"combat_basic_melee,combat_basic_ranged,human_potato_plant,quest_accept_and_turnin,sell_items,talk_npc",0.4615,7,12
SCChatMessagePacket,SCNpcInteractionSkillListPacket,6,"buy_chick,combat_basic_melee,human_potato_plant,quest_accept_and_turnin,sell_items,talk_npc",0.4286,14,6
SCNpcInteractionSkillListPacket,SCOneUnitMovementPacket,6,"buy_chick,combat_basic_melee,human_potato_plant,quest_accept_and_turnin,sell_items,talk_npc",0.4286,6,14
SCNpcInteractionSkillListPacket,SCTimeOfDayPacket,6,"buy_chick,combat_basic_melee,human_potato_plant,quest_accept_and_turnin,sell_items,talk_npc",0.4615,6,13
SCNpcInteractionSkillListPacket,SCUnitModelPostureChangedPacket,6,"buy_chick,combat_basic_melee,human_potato_plant,quest_accept_and_turnin,sell_items,talk_npc",0.4286,6,14
SCNpcInteractionSkillListPacket,lifecycle:trace_started,6,"buy_chick,combat_basic_melee,human_potato_plant,quest_accept_and_turnin,sell_items,talk_npc",0.4286,6,14
SCNpcInteractionSkillListPacket,packet:packet_in,6,"buy_chick,combat_basic_melee,human_potato_plant,quest_accept_and_turnin,sell_items,talk_npc",0.4286,6,14
SCNpcInteractionSkillListPacket,packet:packet_out,6,"buy_chick,combat_basic_melee,human_potato_plant,quest_accept_and_turnin,sell_items,talk_npc",0.4286,6,14
SCAiAggroPacket,lifecycle:trace_stopped,6,"buy_chick,combat_basic_melee,combat_basic_ranged,quest_accept_and_turnin,sell_items,talk_npc",0.4286,7,13
CSSendChatMessagePacket,CSStartSkillPacket,5,"harvest_chicken,human_potato_plant,mount_horse,pick_potato,summon_dismiss_pet",0.3571,10,9
CSSendChatMessagePacket,skill:skill_requested,5,"harvest_chicken,human_potato_plant,mount_horse,pick_potato,summon_dismiss_pet",0.3571,10,9
CSChangeTargetPacket,CSInteractNPCPacket,5,"combat_basic_melee,human_potato_plant,quest_accept_and_turnin,sell_items,talk_npc",0.5,9,6
CSChangeTargetPacket,CSStartInteractionPacket,5,"combat_basic_melee,human_potato_plant,quest_accept_and_turnin,sell_items,talk_npc",0.5,9,6
CSChangeTargetPacket,SCNpcInteractionSkillListPacket,5,"combat_basic_melee,human_potato_plant,quest_accept_and_turnin,sell_items,talk_npc",0.5,9,6
CSInteractNPCPacket,SCTargetChangedPacket,5,"combat_basic_melee,human_potato_plant,quest_accept_and_turnin,sell_items,talk_npc",0.3846,6,12
CSInteractNPCPacket,movement:move_begin,5,"combat_basic_melee,human_potato_plant,quest_accept_and_turnin,sell_items,talk_npc",0.5,6,9
CSInteractNPCPacket,movement:move_stop,5,"combat_basic_melee,human_potato_plant,quest_accept_and_turnin,sell_items,talk_npc",0.5,6,9
CSMoveUnitPacket,movement:movement_update,5,"combat_basic_melee,dismount_horse,human_potato_plant,pick_potato,quest_accept_and_turnin",0.3571,14,5
CSStartInteractionPacket,SCTargetChangedPacket,5,"combat_basic_melee,human_potato_plant,quest_accept_and_turnin,sell_items,talk_npc",0.3846,6,12
CSStartInteractionPacket,movement:move_begin,5,"combat_basic_melee,human_potato_plant,quest_accept_and_turnin,sell_items,talk_npc",0.5,6,9
CSStartInteractionPacket,movement:move_stop,5,"combat_basic_melee,human_potato_plant,quest_accept_and_turnin,sell_items,talk_npc",0.5,6,9
PingPacket,movement:movement_update,5,"combat_basic_melee,dismount_horse,human_potato_plant,pick_potato,quest_accept_and_turnin",0.3571,14,5
PongPacket,movement:movement_update,5,"combat_basic_melee,dismount_horse,human_potato_plant,pick_potato,quest_accept_and_turnin",0.3571,14,5
SCAiAggroPacket,movement:move_begin,5,"combat_basic_melee,human_potato_plant,quest_accept_and_turnin,sell_items,talk_npc",0.4545,7,9
SCAiAggroPacket,movement:move_stop,5,"combat_basic_melee,human_potato_plant,quest_accept_and_turnin,sell_items,talk_npc",0.4545,7,9
SCChatMessagePacket,movement:movement_update,5,"combat_basic_melee,dismount_horse,human_potato_plant,pick_potato,quest_accept_and_turnin",0.3571,14,5
SCNpcInteractionSkillListPacket,SCTargetChangedPacket,5,"combat_basic_melee,human_potato_plant,quest_accept_and_turnin,sell_items,talk_npc",0.3846,6,12
SCNpcInteractionSkillListPacket,movement:move_begin,5,"combat_basic_melee,human_potato_plant,quest_accept_and_turnin,sell_items,talk_npc",0.5,6,9
SCNpcInteractionSkillListPacket,movement:move_stop,5,"combat_basic_melee,human_potato_plant,quest_accept_and_turnin,sell_items,talk_npc",0.5,6,9
SCOneUnitMovementPacket,movement:movement_update,5,"combat_basic_melee,dismount_horse,human_potato_plant,pick_potato,quest_accept_and_turnin",0.3571,14,5
SCSkillEndedPacket,movement:movement_update,5,"combat_basic_melee,dismount_horse,human_potato_plant,pick_potato,quest_accept_and_turnin",0.5,10,5
SCSkillFiredPacket,movement:movement_update,5,"combat_basic_melee,dismount_horse,human_potato_plant,pick_potato,quest_accept_and_turnin",0.5,10,5
SCTargetChangedPacket,movement:movement_update,5,"combat_basic_melee,dismount_horse,human_potato_plant,pick_potato,quest_accept_and_turnin",0.4167,12,5
SCTimeOfDayPacket,movement:movement_update,5,"combat_basic_melee,dismount_horse,human_potato_plant,pick_potato,quest_accept_and_turnin",0.3846,13,5
SCUnitModelPostureChangedPacket,movement:movement_update,5,"combat_basic_melee,dismount_horse,human_potato_plant,pick_potato,quest_accept_and_turnin",0.3571,14,5
SCUnitPointsPacket,movement:movement_update,5,"combat_basic_melee,dismount_horse,human_potato_plant,pick_potato,quest_accept_and_turnin",0.5,10,5
lifecycle:trace_started,movement:movement_update,5,"combat_basic_melee,dismount_horse,human_potato_plant,pick_potato,quest_accept_and_turnin",0.3571,14,5
movement:move_begin,movement:movement_update,5,"combat_basic_melee,dismount_horse,human_potato_plant,pick_potato,quest_accept_and_turnin",0.5556,9,5
movement:move_stop,movement:movement_update,5,"combat_basic_melee,dismount_horse,human_potato_plant,pick_potato,quest_accept_and_turnin",0.5556,9,5
movement:movement_update,packet:packet_in,5,"combat_basic_melee,dismount_horse,human_potato_plant,pick_potato,quest_accept_and_turnin",0.3571,5,14
movement:movement_update,packet:packet_out,5,"combat_basic_melee,dismount_horse,human_potato_plant,pick_potato,quest_accept_and_turnin",0.3571,5,14
CSInteractNPCPacket,lifecycle:trace_stopped,5,"buy_chick,combat_basic_melee,quest_accept_and_turnin,sell_items,talk_npc",0.3571,6,13
CSStartInteractionPacket,lifecycle:trace_stopped,5,"buy_chick,combat_basic_melee,quest_accept_and_turnin,sell_items,talk_npc",0.3571,6,13
SCNpcInteractionSkillListPacket,lifecycle:trace_stopped,5,"buy_chick,combat_basic_melee,quest_accept_and_turnin,sell_items,talk_npc",0.3571,6,13
CSCreateSkillControllerPacket,CSMoveUnitPacket,4,"dismount_horse,mount_horse,quest_accept_and_turnin,summon_dismiss_pet",0.2857,4,14
CSCreateSkillControllerPacket,PingPacket,4,"dismount_horse,mount_horse,quest_accept_and_turnin,summon_dismiss_pet",0.2857,4,14
CSCreateSkillControllerPacket,PongPacket,4,"dismount_horse,mount_horse,quest_accept_and_turnin,summon_dismiss_pet",0.2857,4,14
CSCreateSkillControllerPacket,SCChatMessagePacket,4,"dismount_horse,mount_horse,quest_accept_and_turnin,summon_dismiss_pet",0.2857,4,14
CSCreateSkillControllerPacket,SCOneUnitMovementPacket,4,"dismount_horse,mount_horse,quest_accept_and_turnin,summon_dismiss_pet",0.2857,4,14
CSCreateSkillControllerPacket,SCSkillEndedPacket,4,"dismount_horse,mount_horse,quest_accept_and_turnin,summon_dismiss_pet",0.4,4,10
CSCreateSkillControllerPacket,SCSkillFiredPacket,4,"dismount_horse,mount_horse,quest_accept_and_turnin,summon_dismiss_pet",0.4,4,10
CSCreateSkillControllerPacket,SCTargetChangedPacket,4,"dismount_horse,mount_horse,quest_accept_and_turnin,summon_dismiss_pet",0.3333,4,12
CSCreateSkillControllerPacket,SCTimeOfDayPacket,4,"dismount_horse,mount_horse,quest_accept_and_turnin,summon_dismiss_pet",0.3077,4,13
CSCreateSkillControllerPacket,SCUnitModelPostureChangedPacket,4,"dismount_horse,mount_horse,quest_accept_and_turnin,summon_dismiss_pet",0.2857,4,14
CSCreateSkillControllerPacket,SCUnitPointsPacket,4,"dismount_horse,mount_horse,quest_accept_and_turnin,summon_dismiss_pet",0.4,4,10
CSCreateSkillControllerPacket,lifecycle:trace_started,4,"dismount_horse,mount_horse,quest_accept_and_turnin,summon_dismiss_pet",0.2857,4,14
CSCreateSkillControllerPacket,lifecycle:trace_stopped,4,"dismount_horse,mount_horse,quest_accept_and_turnin,summon_dismiss_pet",0.3077,4,13
CSCreateSkillControllerPacket,packet:packet_in,4,"dismount_horse,mount_horse,quest_accept_and_turnin,summon_dismiss_pet",0.2857,4,14
CSCreateSkillControllerPacket,packet:packet_out,4,"dismount_horse,mount_horse,quest_accept_and_turnin,summon_dismiss_pet",0.2857,4,14
CSMoveUnitPacket,SCUnitStatePacket,4,"mount_horse,quest_accept_and_turnin,summon_dismiss_pet,use_bag_consumable",0.2857,14,4
CSStartSkillPacket,SCUnitStatePacket,4,"mount_horse,quest_accept_and_turnin,summon_dismiss_pet,use_bag_consumable",0.4444,9,4
PingPacket,SCUnitStatePacket,4,"mount_horse,quest_accept_and_turnin,summon_dismiss_pet,use_bag_consumable",0.2857,14,4
PongPacket,SCUnitStatePacket,4,"mount_horse,quest_accept_and_turnin,summon_dismiss_pet,use_bag_consumable",0.2857,14,4
SCChatMessagePacket,SCUnitStatePacket,4,"mount_horse,quest_accept_and_turnin,summon_dismiss_pet,use_bag_consumable",0.2857,14,4
SCItemTaskSuccessPacket,SCUnitStatePacket,4,"mount_horse,quest_accept_and_turnin,summon_dismiss_pet,use_bag_consumable",0.4,10,4
SCItemTaskSuccessPacket,skill:instant_cast,4,"mount_horse,quest_accept_and_turnin,summon_dismiss_pet,use_bag_consumable",0.3333,10,6
SCOneUnitMovementPacket,SCUnitStatePacket,4,"mount_horse,quest_accept_and_turnin,summon_dismiss_pet,use_bag_consumable",0.2857,14,4
SCSkillEndedPacket,SCUnitStatePacket,4,"mount_horse,quest_accept_and_turnin,summon_dismiss_pet,use_bag_consumable",0.4,10,4
SCSkillFiredPacket,SCUnitStatePacket,4,"mount_horse,quest_accept_and_turnin,summon_dismiss_pet,use_bag_consumable",0.4,10,4
SCTargetChangedPacket,SCUnitStatePacket,4,"mount_horse,quest_accept_and_turnin,summon_dismiss_pet,use_bag_consumable",0.3333,12,4
SCTimeOfDayPacket,SCUnitStatePacket,4,"mount_horse,quest_accept_and_turnin,summon_dismiss_pet,use_bag_consumable",0.3077,13,4
SCUnitModelPostureChangedPacket,SCUnitStatePacket,4,"mount_horse,quest_accept_and_turnin,summon_dismiss_pet,use_bag_consumable",0.2857,14,4
SCUnitPointsPacket,SCUnitStatePacket,4,"mount_horse,quest_accept_and_turnin,summon_dismiss_pet,use_bag_consumable",0.4,10,4
SCUnitStatePacket,lifecycle:trace_started,4,"mount_horse,quest_accept_and_turnin,summon_dismiss_pet,use_bag_consumable",0.2857,4,14
SCUnitStatePacket,lifecycle:trace_stopped,4,"mount_horse,quest_accept_and_turnin,summon_dismiss_pet,use_bag_consumable",0.3077,4,13
SCUnitStatePacket,packet:packet_in,4,"mount_horse,quest_accept_and_turnin,summon_dismiss_pet,use_bag_consumable",0.2857,4,14
SCUnitStatePacket,packet:packet_out,4,"mount_horse,quest_accept_and_turnin,summon_dismiss_pet,use_bag_consumable",0.2857,4,14
SCUnitStatePacket,skill:instant_cast,4,"mount_horse,quest_accept_and_turnin,summon_dismiss_pet,use_bag_consumable",0.6667,4,6
SCUnitStatePacket,skill:skill_requested,4,"mount_horse,quest_accept_and_turnin,summon_dismiss_pet,use_bag_consumable",0.4444,4,9
CSChangeTargetPacket,SCDoodadsCreatedPacket,4,"combat_basic_melee,human_potato_plant,pick_potato,quest_accept_and_turnin",0.4444,9,4
CSChangeTargetPacket,SCDoodadsRemovedPacket,4,"combat_basic_melee,human_potato_plant,pick_potato,quest_accept_and_turnin",0.4444,9,4
CSChangeTargetPacket,SCSkillStartedPacket,4,"harvest_chicken,human_potato_plant,pick_potato,quest_accept_and_turnin",0.4444,9,4
CSChangeTargetPacket,movement:movement_update,4,"combat_basic_melee,human_potato_plant,pick_potato,quest_accept_and_turnin",0.4,9,5
CSInteractNPCPacket,CSSendChatMessagePacket,4,"buy_chick,human_potato_plant,sell_items,talk_npc",0.3333,6,10
CSInteractNPCPacket,SCItemTaskSuccessPacket,4,"buy_chick,human_potato_plant,quest_accept_and_turnin,sell_items",0.3333,6,10
CSInteractNPCPacket,resource:money_changed,4,"buy_chick,human_potato_plant,quest_accept_and_turnin,sell_items",0.6667,6,4
CSMoveUnitPacket,SCDoodadsCreatedPacket,4,"combat_basic_melee,human_potato_plant,pick_potato,quest_accept_and_turnin",0.2857,14,4
CSMoveUnitPacket,SCDoodadsRemovedPacket,4,"combat_basic_melee,human_potato_plant,pick_potato,quest_accept_and_turnin",0.2857,14,4
CSMoveUnitPacket,SCSkillStartedPacket,4,"harvest_chicken,human_potato_plant,pick_potato,quest_accept_and_turnin",0.2857,14,4
CSMoveUnitPacket,resource:money_changed,4,"buy_chick,human_potato_plant,quest_accept_and_turnin,sell_items",0.2857,14,4
CSMoveUnitPacket,world:doodad_phase_changed,4,"harvest_chicken,human_potato_plant,pick_potato,place_chick",0.2857,14,4
CSSendChatMessagePacket,CSStartInteractionPacket,4,"buy_chick,human_potato_plant,sell_items,talk_npc",0.3333,10,6
CSSendChatMessagePacket,SCAiAggroPacket,4,"buy_chick,human_potato_plant,sell_items,talk_npc",0.3077,10,7
CSSendChatMessagePacket,SCNpcInteractionSkillListPacket,4,"buy_chick,human_potato_plant,sell_items,talk_npc",0.3333,10,6
CSSendChatMessagePacket,world:doodad_phase_changed,4,"harvest_chicken,human_potato_plant,pick_potato,place_chick",0.4,10,4
CSStartInteractionPacket,SCItemTaskSuccessPacket,4,"buy_chick,human_potato_plant,quest_accept_and_turnin,sell_items",0.3333,6,10
CSStartInteractionPacket,resource:money_changed,4,"buy_chick,human_potato_plant,quest_accept_and_turnin,sell_items",0.6667,6,4
CSStartSkillPacket,SCAiAggroPacket,4,"combat_basic_melee,combat_basic_ranged,human_potato_plant,quest_accept_and_turnin",0.3333,9,7
CSStartSkillPacket,SCDoodadsCreatedPacket,4,"combat_basic_melee,human_potato_plant,pick_potato,quest_accept_and_turnin",0.4444,9,4
CSStartSkillPacket,SCDoodadsRemovedPacket,4,"combat_basic_melee,human_potato_plant,pick_potato,quest_accept_and_turnin",0.4444,9,4
CSStartSkillPacket,SCSkillStartedPacket,4,"harvest_chicken,human_potato_plant,pick_potato,quest_accept_and_turnin",0.4444,9,4
CSStartSkillPacket,movement:movement_update,4,"combat_basic_melee,human_potato_plant,pick_potato,quest_accept_and_turnin",0.4,9,5
PingPacket,SCDoodadsCreatedPacket,4,"combat_basic_melee,human_potato_plant,pick_potato,quest_accept_and_turnin",0.2857,14,4
PingPacket,SCDoodadsRemovedPacket,4,"combat_basic_melee,human_potato_plant,pick_potato,quest_accept_and_turnin",0.2857,14,4
PingPacket,SCSkillStartedPacket,4,"harvest_chicken,human_potato_plant,pick_potato,quest_accept_and_turnin",0.2857,14,4
PingPacket,resource:money_changed,4,"buy_chick,human_potato_plant,quest_accept_and_turnin,sell_items",0.2857,14,4
PingPacket,world:doodad_phase_changed,4,"harvest_chicken,human_potato_plant,pick_potato,place_chick",0.2857,14,4
PongPacket,SCDoodadsCreatedPacket,4,"combat_basic_melee,human_potato_plant,pick_potato,quest_accept_and_turnin",0.2857,14,4
PongPacket,SCDoodadsRemovedPacket,4,"combat_basic_melee,human_potato_plant,pick_potato,quest_accept_and_turnin",0.2857,14,4
PongPacket,SCSkillStartedPacket,4,"harvest_chicken,human_potato_plant,pick_potato,quest_accept_and_turnin",0.2857,14,4
PongPacket,resource:money_changed,4,"buy_chick,human_potato_plant,quest_accept_and_turnin,sell_items",0.2857,14,4
PongPacket,world:doodad_phase_changed,4,"harvest_chicken,human_potato_plant,pick_potato,place_chick",0.2857,14,4
SCAiAggroPacket,SCItemTaskSuccessPacket,4,"buy_chick,human_potato_plant,quest_accept_and_turnin,sell_items",0.3077,7,10
SCAiAggroPacket,SCSkillEndedPacket,4,"combat_basic_melee,combat_basic_ranged,human_potato_plant,quest_accept_and_turnin",0.3077,7,10
SCAiAggroPacket,SCSkillFiredPacket,4,"combat_basic_melee,combat_basic_ranged,human_potato_plant,quest_accept_and_turnin",0.3077,7,10
SCAiAggroPacket,SCUnitPointsPacket,4,"combat_basic_melee,combat_basic_ranged,human_potato_plant,quest_accept_and_turnin",0.3077,7,10
SCAiAggroPacket,resource:money_changed,4,"buy_chick,human_potato_plant,quest_accept_and_turnin,sell_items",0.5714,7,4
SCAiAggroPacket,skill:skill_requested,4,"combat_basic_melee,combat_basic_ranged,human_potato_plant,quest_accept_and_turnin",0.3333,7,9
SCChatMessagePacket,SCDoodadsCreatedPacket,4,"combat_basic_melee,human_potato_plant,pick_potato,quest_accept_and_turnin",0.2857,14,4
SCChatMessagePacket,SCDoodadsRemovedPacket,4,"combat_basic_melee,human_potato_plant,pick_potato,quest_accept_and_turnin",0.2857,14,4
SCChatMessagePacket,SCSkillStartedPacket,4,"harvest_chicken,human_potato_plant,pick_potato,quest_accept_and_turnin",0.2857,14,4
SCChatMessagePacket,resource:money_changed,4,"buy_chick,human_potato_plant,quest_accept_and_turnin,sell_items",0.2857,14,4
SCChatMessagePacket,world:doodad_phase_changed,4,"harvest_chicken,human_potato_plant,pick_potato,place_chick",0.2857,14,4
SCDoodadsCreatedPacket,SCDoodadsRemovedPacket,4,"combat_basic_melee,human_potato_plant,pick_potato,quest_accept_and_turnin",1.0,4,4
